Title,Content,Combined_Text,Cluster_Labels,topic,sentiment_score,sentiment_category
Mpox in the United States Fast Facts,look mpox formerly known monkeypox united state outbreak declared public health emergency international concern world health organization virus originated africa cousin smallpox virus,Mpox in the United States Fast Facts look mpox formerly known monkeypox united state outbreak declared public health emergency international concern world health organization virus originated africa cousin smallpox virus,0,Global Conflicts,0.4588,Positive
Worried about your drinking? Use Dry January to check it,lot great reason decide go dry january give alcohol perhaps imbibed bit much holiday want start healthy routine afford calorie zap energy motivation drinking bring,Worried about your drinking? Use Dry January to check it lot great reason decide go dry january give alcohol perhaps imbibed bit much holiday want start healthy routine afford calorie zap energy motivation drinking bring,4,Entertainment,0.9022,Positive
The truth about how often you should wash your hair,report cancer causing chemical detected dry shampoo may led rethink hair care routine expert say one size fit answer often wash hair maintain day,The truth about how often you should wash your hair report cancer causing chemical detected dry shampoo may led rethink hair care routine expert say one size fit answer often wash hair maintain day,4,Entertainment,0.3818,Positive
"Swamp demons, sweater patterns, wolf-tamers and Vogue: The intriguing inspirations of Paulina Olowska",central london moment away crush christmas shopper busy street portal mystical forest appeared take pace gallery upon stepping inside visitor greeted sound birdsong surrounded series woodland scene vast painting inhabited curious cast character intricately carved wooden frame inspired black forest cuckoo clock reveal tiny video screen nymph like figure come life,"Swamp demons, sweater patterns, wolf-tamers and Vogue: The intriguing inspirations of Paulina Olowska central london moment away crush christmas shopper busy street portal mystical forest appeared take pace gallery upon stepping inside visitor greeted sound birdsong surrounded series woodland scene vast painting inhabited curious cast character intricately carved wooden frame inspired black forest cuckoo clock reveal tiny video screen nymph like figure come life",4,Entertainment,0.891,Positive
"‘Almost a clone’: How 3D-printing can reproduce multi-million-dollar masterpieces, stroke by stroke",advance laser scanning transformed museum research conserve painting mapping texture color dimension surface minute detail innovative austrian printmaking company using technology rich data produce offer art enthusiast chance live masterpiece,"‘Almost a clone’: How 3D-printing can reproduce multi-million-dollar masterpieces, stroke by stroke advance laser scanning transformed museum research conserve painting mapping texture color dimension surface minute detail innovative austrian printmaking company using technology rich data produce offer art enthusiast chance live masterpiece",4,Entertainment,0.9559,Positive
"A fashion love story, on both sides of the camera",simple elegant black white portrait woman vintage nightgown long white frilly standing field tall grass gust wind sweep dress behind,"A fashion love story, on both sides of the camera simple elegant black white portrait woman vintage nightgown long white frilly standing field tall grass gust wind sweep dress behind",4,Entertainment,0.8074,Positive
The Beatles created a painting together while on tour in Japan. Now it’s up for auction,summer,The Beatles created a painting together while on tour in Japan. Now it’s up for auction summer,4,Entertainment,0.25,Positive
"This 2,300-year-old mosaic made of shells and coral has just been found buried under Rome",five year dig side rome palatine hill yielded treasure last week archaeologist discovered deluxe banquet room dating around first second century bc featuring sizable intact brightly colored wall mosaic,"This 2,300-year-old mosaic made of shells and coral has just been found buried under Rome five year dig side rome palatine hill yielded treasure last week archaeologist discovered deluxe banquet room dating around first second century bc featuring sizable intact brightly colored wall mosaic",4,Entertainment,0.6705,Positive
"From Taylor Swift to Barbenheimer, the cultural trends that defined 2023",term post covid troublesome one least currently living disease long term effect expert still consider covid pandemic year world health organization declared longer public health emergency international concern,"From Taylor Swift to Barbenheimer, the cultural trends that defined 2023 term post covid troublesome one least currently living disease long term effect expert still consider covid pandemic year world health organization declared longer public health emergency international concern",3,Business,-0.6249,Negative
'George Soros becomes latest victim of prank 911 call',billionaire george soros estate new york targeted swatting incident false call claiming violent crime soros residence made caller falsely claimed shot wife threatened suicide soros mansion practice swatting diverts police resource real emergency terrorizes targeted individual soros left wing billionaire philanthropist active supporting various candidate prosecutor position across country,'George Soros becomes latest victim of prank 911 call' billionaire george soros estate new york targeted swatting incident false call claiming violent crime soros residence made caller falsely claimed shot wife threatened suicide soros mansion practice swatting diverts police resource real emergency terrorizes targeted individual soros left wing billionaire philanthropist active supporting various candidate prosecutor position across country,2,Politics,-0.959,Negative
